name,time,identification_id,sync_id
2018-11-14,19:22:35,000419,1949401
2018-11-14,19:16:35,001322,1949400
2018-11-14,19:16:23,001287,1949399
2018-11-14,19:12:40,001276,1949398
2018-11-14,19:12:28,001257,1949397
2018-11-14,19:12:10,003126,1949396
2018-11-14,19:07:07,001355,1949395
2018-11-14,19:05:52,001279,1949394
2018-11-14,19:05:20,001210,1949393
2018-11-14,19:05:04,001220,1949392
2018-11-14,19:04:59,001375,1949391
2018-11-14,19:04:53,000237,1949390
2018-11-14,19:04:50,001356,1949389
2018-11-14,19:04:47,001370,1949388
2018-11-14,19:04:43,001342,1949387
2018-11-14,19:04:40,001352,1949386
2018-11-14,19:04:35,000679,1949385
2018-11-14,19:04:30,000331,1949384
2018-11-14,19:04:27,001204,1949383
2018-11-14,19:04:13,001343,1949382
2018-11-14,19:04:09,001357,1949381
2018-11-14,19:04:05,001368,1949380
2018-11-14,19:04:00,000071,1949379
2018-11-14,19:03:56,001369,1949378
2018-11-14,19:03:52,001222,1949377
2018-11-14,19:03:48,001388,1949376
2018-11-14,19:03:44,001189,1949375
2018-11-14,19:03:37,001187,1949374
2018-11-14,19:03:32,001213,1949373
2018-11-14,19:03:27,000230,1949372
2018-11-14,19:03:24,001350,1949371
2018-11-14,19:03:20,001358,1949370
2018-11-14,19:03:17,001265,1949369
2018-11-14,19:03:14,001381,1949368
2018-11-14,19:03:10,001390,1949367
2018-11-14,19:03:04,001354,1949366
2018-11-14,19:03:00,001337,1949365
2018-11-14,19:02:55,000410,1949364
2018-11-14,19:02:52,000680,1949363
2018-11-14,19:02:46,001382,1949362
2018-11-14,19:02:43,001387,1949361
2018-11-14,19:02:37,000448,1949360
2018-11-14,19:02:33,001385,1949359
2018-11-14,19:02:29,001199,1949358
2018-11-14,19:02:24,001200,1949357
2018-11-14,19:02:21,001374,1949356
2018-11-14,19:02:18,001383,1949355
2018-11-14,19:02:15,001359,1949354
2018-11-14,19:02:12,001346,1949353
2018-11-14,19:02:05,001347,1949352
2018-11-14,19:02:02,001384,1949351
2018-11-14,19:01:59,001196,1949350
2018-11-14,19:01:57,001376,1949349
2018-11-14,19:01:54,001377,1949348
2018-11-14,19:01:50,001349,1949347
2018-11-14,19:01:47,000175,1949346
2018-11-14,19:01:43,001341,1949345
2018-11-14,18:49:10,000946,1949344
2018-11-14,18:40:33,001231,1949343
2018-11-14,18:38:54,000354,1949342
2018-11-14,18:37:51,000008,1949341
2018-11-14,18:35:56,001301,1949340
2018-11-14,18:32:47,000296,1949339
2018-11-14,18:26:04,001305,1949338
2018-11-14,18:24:55,001333,1949337
2018-11-14,18:22:05,001259,1949336
2018-11-14,18:20:07,001013,1949335
2018-11-14,18:15:01,000146,1949334
2018-11-14,18:06:09,001249,1949333
2018-11-14,17:50:56,001257,1949332
2018-11-14,17:50:42,003126,1949331
2018-11-14,17:48:24,001284,1949330
2018-11-14,17:48:17,000437,1949329
2018-11-14,17:48:10,000512,1949328
2018-11-14,17:47:42,001307,1949327
2018-11-14,17:42:21,000568,1949326
2018-11-14,17:39:34,001315,1949325
2018-11-14,17:39:30,001330,1949324
2018-11-14,17:38:32,005616,1949323
2018-11-14,17:38:07,001334,1949322
2018-11-14,17:38:02,000775,1949321
2018-11-14,17:37:03,000301,1949320
2018-11-14,17:35:05,001313,1949319
2018-11-14,17:34:51,001380,1949318
2018-11-14,17:30:10,000343,1949317
2018-11-14,17:29:36,000142,1949316
2018-11-14,17:29:31,001198,1949315
2018-11-14,17:29:20,001278,1949314
2018-11-14,17:29:11,005503,1949313
2018-11-14,17:28:57,005145,1949312
2018-11-14,17:28:49,003239,1949311
2018-11-14,17:28:42,001351,1949310
2018-11-14,17:28:33,005108,1949309
2018-11-14,17:28:03,001254,1949308
2018-11-14,17:27:54,001239,1949307
2018-11-14,17:27:53,002957,1949306
2018-11-14,17:27:52,005477,1949305
2018-11-14,17:27:42,003040,1949304
2018-11-14,17:27:36,003667,1949303
2018-11-14,17:27:35,005426,1949302
2018-11-14,17:27:33,001386,1949301
2018-11-14,17:27:31,003527,1949300
2018-11-14,17:27:28,003079,1949299
2018-11-14,17:27:26,005198,1949298
2018-11-14,17:27:22,003268,1949297
2018-11-14,17:27:19,005605,1949296
2018-11-14,17:27:18,005751,1949295
2018-11-14,17:27:12,003358,1949294
2018-11-14,17:27:07,001392,1949293
2018-11-14,17:27:06,005548,1949292
2018-11-14,17:27:06,005715,1949291
2018-11-14,17:27:00,001367,1949290
2018-11-14,17:26:58,002999,1949289
2018-11-14,17:26:57,000552,1949288
2018-11-14,17:26:54,005821,1949287
2018-11-14,17:26:51,001331,1949286
2018-11-14,17:26:50,001371,1949285
2018-11-14,17:26:43,005908,1949284
2018-11-14,17:26:40,005636,1949283
2018-11-14,17:26:36,001345,1949282
2018-11-14,17:26:34,005628,1949281
2018-11-14,17:26:32,003750,1949280
2018-11-14,17:26:30,001205,1949279
2018-11-14,17:26:30,005996,1949278
2018-11-14,17:26:29,001353,1949277
2018-11-14,17:26:26,000220,1949276
2018-11-14,17:26:23,003382,1949275
2018-11-14,17:26:22,000020,1949274
2018-11-14,17:26:18,003931,1949273
2018-11-14,17:26:16,001372,1949272
2018-11-14,17:26:13,003496,1949270
2018-11-14,17:26:13,001218,1949271
2018-11-14,17:26:12,003625,1949269
2018-11-14,17:26:04,003894,1949268
2018-11-14,17:26:03,002944,1949267
2018-11-14,17:26:01,001253,1949266
2018-11-14,17:25:58,005278,1949265
2018-11-14,17:25:57,001289,1949264
2018-11-14,17:25:55,003321,1949263
2018-11-14,17:25:54,001193,1949262
2018-11-14,17:25:52,003321,1949261
2018-11-14,17:25:33,005274,1949260
2018-11-14,17:25:32,006045,1949259
2018-11-14,17:25:31,000127,1949258
2018-11-14,17:25:24,003125,1949257
2018-11-14,17:25:19,000270,1949256
2018-11-14,17:25:17,003502,1949255
2018-11-14,17:25:14,005186,1949254
2018-11-14,17:25:11,006050,1949253
2018-11-14,17:25:07,006036,1949252
2018-11-14,17:25:03,000074,1949251
2018-11-14,17:25:01,003885,1949250
2018-11-14,17:24:58,000257,1949249
2018-11-14,17:24:56,003414,1949248
2018-11-14,17:24:54,003472,1949247
2018-11-14,17:24:54,003320,1949246
2018-11-14,17:24:52,005113,1949245
2018-11-14,17:24:50,006042,1949244
2018-11-14,17:24:49,000023,1949243
2018-11-14,17:24:46,005148,1949242
2018-11-14,17:24:45,006035,1949241
2018-11-14,17:24:44,003619,1949240
2018-11-14,17:24:42,006048,1949239
2018-11-14,17:24:40,005929,1949237
2018-11-14,17:24:40,003303,1949236
2018-11-14,17:24:40,006046,1949238
2018-11-14,17:24:37,003205,1949235
2018-11-14,17:24:36,005520,1949234
2018-11-14,17:24:35,003012,1949233
2018-11-14,17:24:35,000780,1949232
2018-11-14,17:24:33,000780,1949231
2018-11-14,17:24:31,000104,1949230
2018-11-14,17:24:30,005980,1949229
2018-11-14,17:24:29,001197,1949228
2018-11-14,17:24:27,000171,1949227
2018-11-14,17:24:26,001207,1949226
2018-11-14,17:24:25,003828,1949225
2018-11-14,17:24:21,006008,1949224
2018-11-14,17:24:19,000039,1949223
2018-11-14,17:24:17,000338,1949222
2018-11-14,17:24:16,000169,1949221
2018-11-14,17:24:13,000669,1949220
2018-11-14,17:24:12,003061,1949219
2018-11-14,17:24:09,003951,1949218
2018-11-14,17:24:07,005263,1949216
2018-11-14,17:24:07,003317,1949217
2018-11-14,17:24:05,005153,1949215
2018-11-14,17:24:04,003851,1949214
2018-11-14,17:24:03,005185,1949213
2018-11-14,17:24:00,005612,1949212
2018-11-14,17:23:57,005315,1949211
2018-11-14,17:23:56,005956,1949210
2018-11-14,17:23:54,003673,1949209
2018-11-14,17:23:53,003866,1949208
2018-11-14,17:23:52,005987,1949207
2018-11-14,17:23:51,001183,1949206
2018-11-14,17:23:50,006043,1949205
2018-11-14,17:23:49,003959,1949204
2018-11-14,17:23:48,003497,1949203
2018-11-14,17:23:47,003810,1949202
2018-11-14,17:23:46,005979,1949201
2018-11-14,17:23:46,003157,1949200
2018-11-14,17:23:45,003675,1949199
2018-11-14,17:23:44,000401,1949198
2018-11-14,17:23:42,001361,1949197
2018-11-14,17:23:41,005410,1949196
2018-11-14,17:23:41,005458,1949195
2018-11-14,17:23:39,000050,1949194
2018-11-14,17:23:37,000428,1949192
2018-11-14,17:23:37,003534,1949193
2018-11-14,17:23:35,006044,1949191
2018-11-14,17:23:34,001378,1949189
2018-11-14,17:23:34,001219,1949190
2018-11-14,17:23:33,001379,1949188
2018-11-14,17:23:31,001201,1949187
2018-11-14,17:23:30,005306,1949186
2018-11-14,17:23:29,005157,1949185
2018-11-14,17:23:27,005975,1949184
2018-11-14,17:23:26,001226,1949182
2018-11-14,17:23:26,001340,1949183
2018-11-14,17:23:24,001190,1949181
2018-11-14,17:23:23,005971,1949180
2018-11-14,17:23:23,001226,1949179
2018-11-14,17:23:22,000676,1949178
2018-11-14,17:23:21,005796,1949177
2018-11-14,17:23:19,006047,1949175
2018-11-14,17:23:19,003218,1949176
2018-11-14,17:23:17,000961,1949174
2018-11-14,17:23:16,005997,1949173
2018-11-14,17:23:15,003588,1949172
2018-11-14,17:23:13,000580,1949171
2018-11-14,17:23:12,005132,1949170
2018-11-14,17:23:10,006006,1949169
2018-11-14,17:23:09,000663,1949168
2018-11-14,17:23:08,000416,1949166
2018-11-14,17:23:08,001194,1949167
2018-11-14,17:23:06,000553,1949165
2018-11-14,17:23:06,003034,1949164
2018-11-14,17:23:05,000452,1949163
2018-11-14,17:23:03,005960,1949162
2018-11-14,17:23:02,001328,1949161
2018-11-14,17:23:01,003401,1949160
2018-11-14,17:23:00,005608,1949159
2018-11-14,17:23:00,005137,1949158
2018-11-14,17:22:58,001235,1949157
2018-11-14,17:22:56,006040,1949156
2018-11-14,17:22:55,005619,1949155
2018-11-14,17:22:53,005355,1949153
2018-11-14,17:22:53,000459,1949154
2018-11-14,17:22:51,000438,1949152
2018-11-14,17:22:51,005627,1949151
2018-11-14,17:22:50,001362,1949150
2018-11-14,17:22:49,000129,1949149
2018-11-14,17:22:48,003561,1949148
2018-11-14,17:22:45,006049,1949147
2018-11-14,17:22:44,000684,1949146
2018-11-14,17:22:43,005916,1949145
2018-11-14,17:22:41,001324,1949144
2018-11-14,17:22:39,005950,1949143
2018-11-14,17:22:39,005137,1949142
2018-11-14,17:22:38,005518,1949141
2018-11-14,17:22:36,000221,1949140
2018-11-14,17:22:36,000675,1949139
2018-11-14,17:22:35,001326,1949138
2018-11-14,17:22:32,003023,1949137
2018-11-14,17:22:32,000327,1949136
2018-11-14,17:22:31,005992,1949135
2018-11-14,17:22:30,000076,1949134
2018-11-14,17:22:28,001373,1949133
2018-11-14,17:22:27,001335,1949132
2018-11-14,17:22:26,000424,1949131
2018-11-14,17:22:25,005166,1949130
2018-11-14,17:22:24,005110,1949129
2018-11-14,17:22:22,003347,1949128
2018-11-14,17:22:21,003513,1949127
2018-11-14,17:22:20,000726,1949126
2018-11-14,17:22:18,003107,1949125
2018-11-14,17:22:17,005382,1949124
2018-11-14,17:22:16,001365,1949123
2018-11-14,17:22:14,000007,1949121
2018-11-14,17:22:14,003944,1949122
2018-11-14,17:22:13,000516,1949120
2018-11-14,17:22:12,003989,1949119
2018-11-14,17:22:10,005883,1949118
2018-11-14,17:22:10,003090,1949117
2018-11-14,17:22:09,003695,1949116
2018-11-14,17:22:07,005912,1949115
2018-11-14,17:22:07,000412,1949114
2018-11-14,17:22:05,001348,1949113
2018-11-14,17:22:04,005373,1949111
2018-11-14,17:22:04,003135,1949112
2018-11-14,17:22:02,003758,1949110
2018-11-14,17:22:01,005782,1949109
2018-11-14,17:22:00,001269,1949108
2018-11-14,17:21:59,001281,1949107
2018-11-14,17:21:58,001366,1949106
2018-11-14,17:21:56,001364,1949105
2018-11-14,17:21:56,003135,1949104
2018-11-14,17:21:54,003475,1949103
2018-11-14,17:21:53,000310,1949101
2018-11-14,17:21:53,003092,1949102
2018-11-14,17:21:51,003474,1949100
2018-11-14,17:21:49,003678,1949099
2018-11-14,17:21:48,003987,1949098
2018-11-14,17:21:47,002988,1949097
2018-11-14,17:21:46,003820,1949096
2018-11-14,17:21:44,003059,1949095
2018-11-14,17:21:42,000070,1949094
2018-11-14,17:21:40,003855,1949093
2018-11-14,17:21:40,005112,1949092
2018-11-14,17:21:37,005377,1949090
2018-11-14,17:21:37,005432,1949091
2018-11-14,17:21:36,003410,1949089
2018-11-14,17:21:34,001223,1949088
2018-11-14,17:21:33,003935,1949087
2018-11-14,17:21:33,000325,1949086
2018-11-14,17:21:32,005343,1949085
2018-11-14,17:21:30,001389,1949084
2018-11-14,17:21:30,005243,1949083
2018-11-14,17:21:29,001038,1949082
2018-11-14,17:21:28,003765,1949081
2018-11-14,17:21:26,003245,1949080
2018-11-14,17:21:25,003241,1949079
2018-11-14,17:21:24,005495,1949078
2018-11-14,17:21:23,005834,1949077
2018-11-14,17:21:22,003939,1949076
2018-11-14,17:21:21,001242,1949075
2018-11-14,17:21:21,003609,1949074
2018-11-14,17:21:20,003243,1949073
2018-11-14,17:21:19,003074,1949072
2018-11-14,17:21:17,001323,1949071
2018-11-14,17:21:16,005433,1949070
2018-11-14,17:21:15,006041,1949069
2018-11-14,17:21:14,001290,1949068
2018-11-14,17:21:13,001291,1949067
2018-11-14,17:21:12,001302,1949066
2018-11-14,17:21:11,005241,1949065
2018-11-14,17:21:10,005360,1949064
2018-11-14,17:21:09,005835,1949063
2018-11-14,17:21:09,003650,1949062
2018-11-14,17:21:07,005747,1949061
2018-11-14,17:21:06,001280,1949060
2018-11-14,17:21:02,005994,1949059
2018-11-14,16:37:17,003668,1949058
2018-11-14,16:02:29,001211,1949057
2018-11-14,14:49:49,001258,1949056
2018-11-14,14:06:36,000520,1949055
2018-11-14,14:06:10,004052,1949054
2018-11-14,14:05:34,001336,1949053
2018-11-14,14:05:30,003026,1949052
2018-11-14,14:03:43,005769,1949051
2018-11-14,14:03:40,006030,1949050
2018-11-14,14:03:24,005251,1949049
2018-11-14,14:03:18,006020,1949048
2018-11-14,14:03:11,001297,1949047
2018-11-14,14:02:43,004041,1949046
2018-11-14,14:01:46,005195,1949045
2018-11-14,14:01:39,005704,1949044
2018-11-14,14:01:36,005415,1949043
2018-11-14,14:01:33,005707,1949042
2018-11-14,14:01:27,005808,1949041
2018-11-14,14:01:17,003221,1949040
2018-11-14,13:16:46,000031,1949039
2018-11-14,13:00:00,000031,1949038
2018-11-14,12:56:09,000512,1949037
2018-11-14,12:44:14,001307,1949036
2018-11-14,12:41:52,001013,1949035
2018-11-14,12:35:28,001301,1949034
2018-11-14,12:30:15,003668,1949033
2018-11-14,12:21:25,000448,1949032
2018-11-14,12:21:19,001287,1949031
2018-11-14,12:11:58,001013,1949030
2018-11-14,12:09:16,001385,1949029
2018-11-14,12:01:46,000296,1949028
2018-11-14,11:58:57,005751,1949027
2018-11-14,11:58:55,003026,1949026
2018-11-14,11:55:16,001363,1949025
2018-11-14,11:55:05,001307,1949024
2018-11-14,11:51:42,001301,1949023
2018-11-14,11:47:55,000296,1949022
2018-11-14,11:39:56,000512,1949021
2018-11-14,11:32:15,005751,1949020
2018-11-14,11:32:11,003026,1949019
2018-11-14,11:31:12,000448,1949018
2018-11-14,11:31:01,003668,1949017
2018-11-14,11:30:49,001385,1949016
2018-11-14,11:19:49,001296,1949015
2018-11-14,10:24:40,001308,1949014
2018-11-14,10:03:40,001231,1949013
2018-11-14,09:58:52,003036,1949012
2018-11-14,09:54:01,005582,1949011
2018-11-14,09:53:57,005423,1949010
2018-11-14,09:51:38,005767,1949009
2018-11-14,09:50:00,005136,1949008
2018-11-14,09:49:51,005562,1949007
2018-11-14,09:49:41,005961,1949006
2018-11-14,09:47:41,000880,1949005
2018-11-14,09:45:34,005803,1949004
2018-11-14,09:44:56,005250,1949003
2018-11-14,09:43:13,006002,1949002
2018-11-14,09:40:13,003027,1949001
2018-11-14,09:39:10,000421,1949000
2018-11-14,09:34:38,003583,1948999
2018-11-14,09:30:23,005806,1948998
2018-11-14,09:30:13,006038,1948997
2018-11-14,09:01:01,001307,1948996
2018-11-14,08:54:54,001284,1948995
2018-11-14,08:23:11,001236,1948994
2018-11-14,08:22:35,001013,1948993
2018-11-14,08:19:59,000296,1948992
2018-11-14,08:14:35,000031,1948991
2018-11-14,08:09:45,000512,1948990
2018-11-14,08:09:19,000008,1948989
2018-11-14,08:05:15,000419,1948988
2018-11-14,08:00:48,001257,1948987
2018-11-14,07:54:17,000946,1948986
2018-11-14,07:51:58,000146,1948985
2018-11-14,07:50:00,000354,1948984
2018-11-14,07:30:27,001333,1948983
2018-11-14,07:27:04,001249,1948982
2018-11-14,07:24:26,001334,1948981
2018-11-14,07:23:10,001180,1948980
2018-11-14,07:20:58,000169,1948979
2018-11-14,07:16:43,000437,1948978
2018-11-14,07:12:11,001276,1948977
2018-11-14,07:04:38,000343,1948976
2018-11-14,07:01:39,001239,1948975
2018-11-14,06:57:28,000775,1948974
2018-11-14,06:57:15,001331,1948973
2018-11-14,06:56:56,001304,1948972
2018-11-14,06:55:19,001368,1948971
2018-11-14,06:54:01,005306,1948970
2018-11-14,06:53:10,001207,1948969
2018-11-14,06:52:47,003241,1948968
2018-11-14,06:51:58,000074,1948967
2018-11-14,06:51:54,000270,1948966
2018-11-14,06:51:36,000301,1948965
2018-11-14,06:49:31,000338,1948964
2018-11-14,06:49:29,001258,1948963
2018-11-14,06:49:24,000412,1948962
2018-11-14,06:48:25,000663,1948961
2018-11-14,06:48:14,000424,1948960
2018-11-14,06:47:24,000459,1948959
2018-11-14,06:47:21,002988,1948958
2018-11-14,06:47:18,003609,1948957
2018-11-14,06:46:50,001222,1948956
2018-11-14,06:45:52,001269,1948955
2018-11-14,06:45:42,003061,1948954
2018-11-14,06:45:35,005198,1948953
