name,time,identification_id,sync_id
2018-11-14,06:45:16,003040,1948952
2018-11-14,06:45:04,003268,1948951
2018-11-14,06:44:48,000171,1948950
2018-11-14,06:44:46,005747,1948949
2018-11-14,06:44:45,000220,1948948
2018-11-14,06:44:42,000680,1948947
2018-11-14,06:44:33,003939,1948946
2018-11-14,06:44:29,005477,1948945
2018-11-14,06:44:25,001278,1948944
2018-11-14,06:44:10,001226,1948943
2018-11-14,06:44:07,005605,1948942
2018-11-14,06:44:04,001330,1948941
2018-11-14,06:43:57,005960,1948940
2018-11-14,06:43:46,001373,1948939
2018-11-14,06:43:45,005608,1948938
2018-11-14,06:43:41,000580,1948937
2018-11-14,06:43:39,000237,1948936
2018-11-14,06:43:38,001341,1948935
2018-11-14,06:43:38,003855,1948934
2018-11-14,06:43:36,001193,1948933
2018-11-14,06:43:36,005113,1948932
2018-11-14,06:43:33,003894,1948931
2018-11-14,06:43:27,002957,1948930
2018-11-14,06:43:17,001301,1948929
2018-11-14,06:43:13,001290,1948928
2018-11-14,06:42:52,000961,1948927
2018-11-14,06:42:31,001353,1948926
2018-11-14,06:42:21,003074,1948925
2018-11-14,06:42:19,001382,1948924
2018-11-14,06:42:11,001362,1948923
2018-11-14,06:42:07,003320,1948922
2018-11-14,06:42:01,005988,1948921
2018-11-14,06:41:56,000568,1948920
2018-11-14,06:41:42,000076,1948919
2018-11-14,06:41:41,003126,1948918
2018-11-14,06:41:39,001196,1948917
2018-11-14,06:41:37,003496,1948916
2018-11-14,06:41:36,001374,1948915
2018-11-14,06:41:34,001265,1948914
2018-11-14,06:41:34,001211,1948913
2018-11-14,06:41:22,001281,1948912
2018-11-14,06:41:16,003561,1948910
2018-11-14,06:41:16,005373,1948911
2018-11-14,06:41:12,005834,1948909
2018-11-14,06:41:07,005410,1948908
2018-11-14,06:41:06,001367,1948907
2018-11-14,06:41:02,005166,1948906
2018-11-14,06:40:59,005616,1948905
2018-11-14,06:40:52,003475,1948904
2018-11-14,06:40:49,000448,1948903
2018-11-14,06:40:40,005992,1948902
2018-11-14,06:40:39,001352,1948901
2018-11-14,06:40:36,003534,1948900
2018-11-14,06:40:36,001366,1948899
2018-11-14,06:40:35,003625,1948898
2018-11-14,06:40:34,005458,1948897
2018-11-14,06:40:21,001259,1948896
2018-11-14,06:40:18,000221,1948895
2018-11-14,06:39:57,002944,1948894
2018-11-14,06:39:43,005956,1948893
2018-11-14,06:39:37,001392,1948892
2018-11-14,06:39:29,001213,1948891
2018-11-14,06:39:14,005987,1948890
2018-11-14,06:39:11,001253,1948889
2018-11-14,06:39:10,001326,1948888
2018-11-14,06:39:02,001385,1948887
2018-11-14,06:39:01,000780,1948886
2018-11-14,06:38:53,005796,1948885
2018-11-14,06:38:52,001365,1948884
2018-11-14,06:38:50,005355,1948882
2018-11-14,06:38:50,003205,1948883
2018-11-14,06:38:34,001369,1948881
2018-11-14,06:38:31,003135,1948880
2018-11-14,06:38:29,001324,1948879
2018-11-14,06:38:29,003502,1948878
2018-11-14,06:38:27,005278,1948877
2018-11-14,06:38:23,001380,1948876
2018-11-14,06:38:06,003951,1948875
2018-11-14,06:38:01,005997,1948874
2018-11-14,06:37:49,003401,1948873
2018-11-14,06:37:47,003474,1948872
2018-11-14,06:37:43,000104,1948871
2018-11-14,06:37:37,003885,1948870
2018-11-14,06:37:34,001322,1948869
2018-11-14,06:37:33,002999,1948868
2018-11-14,06:37:30,003820,1948867
2018-11-14,06:37:23,001194,1948866
2018-11-14,06:37:20,003317,1948865
2018-11-14,06:37:19,003866,1948864
2018-11-14,06:37:16,005108,1948863
2018-11-14,06:37:14,005821,1948862
2018-11-14,06:37:12,001388,1948861
2018-11-14,06:37:09,005518,1948860
2018-11-14,06:37:06,001187,1948859
2018-11-14,06:37:05,005548,1948858
2018-11-14,06:37:04,000438,1948857
2018-11-14,06:37:01,000553,1948856
2018-11-14,06:37:00,000070,1948855
2018-11-14,06:36:58,001210,1948854
2018-11-14,06:36:56,003245,1948853
2018-11-14,06:36:41,000676,1948852
2018-11-14,06:36:37,005243,1948851
2018-11-14,06:36:34,000230,1948850
2018-11-14,06:36:33,006041,1948849
2018-11-14,06:36:31,006048,1948848
2018-11-14,06:36:28,001219,1948847
2018-11-14,06:36:25,000039,1948846
2018-11-14,06:36:16,001189,1948845
2018-11-14,06:36:06,001386,1948844
2018-11-14,06:36:05,005782,1948843
2018-11-14,06:36:01,001305,1948842
2018-11-14,06:35:46,001378,1948841
2018-11-14,06:35:45,003410,1948840
2018-11-14,06:35:43,000007,1948839
2018-11-14,06:35:42,005132,1948838
2018-11-14,06:35:40,003090,1948837
2018-11-14,06:35:37,003667,1948836
2018-11-14,06:35:34,001200,1948835
2018-11-14,06:35:32,001349,1948834
2018-11-14,06:35:27,003218,1948833
2018-11-14,06:35:23,003303,1948832
2018-11-14,06:35:09,003107,1948831
2018-11-14,06:35:06,003678,1948830
2018-11-14,06:35:02,003472,1948829
2018-11-14,06:35:00,003414,1948828
2018-11-14,06:34:58,005908,1948827
2018-11-14,06:34:52,003527,1948826
2018-11-14,06:34:33,001358,1948825
2018-11-14,06:34:32,003239,1948824
2018-11-14,06:34:29,001364,1948823
2018-11-14,06:34:25,005612,1948822
2018-11-14,06:34:20,001355,1948821
2018-11-14,06:34:17,003750,1948820
2018-11-14,06:34:09,000071,1948818
2018-11-14,06:34:09,005975,1948819
2018-11-14,06:33:52,001359,1948817
2018-11-14,06:33:48,005503,1948816
2018-11-14,06:33:36,001218,1948815
2018-11-14,06:33:25,001348,1948814
2018-11-14,06:33:06,003619,1948813
2018-11-14,06:33:04,005153,1948812
2018-11-14,06:32:48,001357,1948811
2018-11-14,06:32:35,005274,1948810
2018-11-14,06:32:34,003758,1948809
2018-11-14,06:32:33,003347,1948808
2018-11-14,06:32:27,001345,1948807
2018-11-14,06:32:09,001342,1948806
2018-11-14,06:32:08,001356,1948805
2018-11-14,06:32:05,005315,1948804
2018-11-14,06:32:04,005883,1948803
2018-11-14,06:32:02,005433,1948802
2018-11-14,06:32:01,001371,1948801
2018-11-14,06:31:57,003765,1948800
2018-11-14,06:31:38,000129,1948799
2018-11-14,06:31:36,005137,1948798
2018-11-14,06:31:30,001384,1948797
2018-11-14,06:31:26,003695,1948796
2018-11-14,06:31:20,001205,1948795
2018-11-14,06:31:15,001375,1948794
2018-11-14,06:31:13,000416,1948793
2018-11-14,06:31:11,001201,1948792
2018-11-14,06:31:00,000331,1948791
2018-11-14,06:30:54,001351,1948790
2018-11-14,06:30:50,001198,1948789
2018-11-14,06:30:50,003012,1948788
2018-11-14,06:30:46,001347,1948787
2018-11-14,06:30:35,005157,1948786
2018-11-14,06:30:33,005432,1948785
2018-11-14,06:30:29,003059,1948784
2018-11-14,06:30:26,005112,1948783
2018-11-14,06:30:24,001363,1948782
2018-11-14,06:30:18,003828,1948781
2018-11-14,06:30:17,001242,1948780
2018-11-14,06:30:13,000675,1948779
2018-11-14,06:30:04,001291,1948778
2018-11-14,06:29:59,005343,1948777
2018-11-14,06:29:54,003959,1948776
2018-11-14,06:29:51,003931,1948775
2018-11-14,06:29:50,005377,1948774
2018-11-14,06:29:49,003851,1948773
2018-11-14,06:29:47,001379,1948772
2018-11-14,06:29:45,005627,1948771
2018-11-14,06:29:43,003497,1948770
2018-11-14,06:29:41,000669,1948769
2018-11-14,06:29:25,005980,1948768
2018-11-14,06:29:22,005929,1948767
2018-11-14,06:29:19,005148,1948766
2018-11-14,06:29:14,003125,1948765
2018-11-14,06:29:12,005751,1948764
2018-11-14,06:29:01,003079,1948763
2018-11-14,06:28:57,001343,1948762
2018-11-14,06:28:49,000401,1948761
2018-11-14,06:28:39,003810,1948760
2018-11-14,06:28:27,000023,1948759
2018-11-14,06:28:02,006046,1948758
2018-11-14,06:27:56,001381,1948757
2018-11-14,06:27:53,003650,1948756
2018-11-14,06:27:12,003382,1948755
2018-11-14,06:27:09,005715,1948754
2018-11-14,06:26:32,003321,1948753
2018-11-14,06:26:07,001197,1948752
2018-11-14,06:25:57,005520,1948751
2018-11-14,06:25:51,005950,1948750
2018-11-14,06:25:45,001183,1948749
2018-11-14,06:25:30,000257,1948748
2018-11-14,06:25:25,006043,1948747
2018-11-14,06:25:22,006035,1948746
2018-11-14,06:25:14,000684,1948745
2018-11-14,06:25:12,001280,1948744
2018-11-14,06:25:11,006049,1948743
2018-11-14,06:25:01,003513,1948742
2018-11-14,06:24:56,001389,1948741
2018-11-14,06:24:53,000310,1948740
2018-11-14,06:24:50,003157,1948739
2018-11-14,06:24:48,001390,1948738
2018-11-14,06:24:46,006042,1948737
2018-11-14,06:24:42,001376,1948736
2018-11-14,06:24:17,005495,1948735
2018-11-14,06:23:53,006047,1948734
2018-11-14,06:23:51,006044,1948733
2018-11-14,06:23:48,006045,1948732
2018-11-14,06:23:43,006040,1948731
2018-11-14,06:23:33,001372,1948730
2018-11-14,06:23:32,003675,1948729
2018-11-14,06:23:26,000325,1948728
2018-11-14,06:23:18,003588,1948727
2018-11-14,06:23:11,003989,1948726
2018-11-14,06:23:00,006006,1948725
2018-11-14,06:22:50,005835,1948724
2018-11-14,06:22:41,003987,1948723
2018-11-14,06:22:29,005263,1948722
2018-11-14,06:21:49,001038,1948721
2018-11-14,06:21:45,005916,1948720
2018-11-14,06:21:36,000428,1948719
2018-11-14,06:21:02,001235,1948718
2018-11-14,06:20:58,001220,1948717
2018-11-14,06:20:30,001346,1948716
2018-11-14,06:20:15,003243,1948715
2018-11-14,06:19:43,003935,1948714
2018-11-14,06:19:26,001335,1948713
2018-11-14,06:19:20,001354,1948712
2018-11-14,06:19:13,003034,1948711
2018-11-14,06:18:51,000175,1948710
2018-11-14,06:18:41,003092,1948709
2018-11-14,06:18:19,000020,1948708
2018-11-14,06:18:17,000452,1948707
2018-11-14,06:18:13,001377,1948706
2018-11-14,06:18:05,001383,1948705
2018-11-14,06:17:59,001387,1948704
